title,author,category,keywords,summary
Looking at earth from space,/authors/OL4596095A,Study and teaching,"Study and teaching, Artificial satellites in earth sciences, Meteorological satellites",
"A constructive survey of Upanishadic philosophy, being an introduction to the thought of the Upanishads",/authors/OL4596170A,Upanishads,Upanishads,
The man in the stalls,/authors/OL113848A,,,
Youth gives life and animation to the country,/authors/OL310A,,,
Spiritism and insanity,/authors/OL113851A,,,
The place of The unvanquished in William Faulkner's Yoknapatawpha series,/authors/OL4596423A,,,
The broker-dealer insurance bill,/authors/OL757395A,Securities Investor Protection Corporation,Securities Investor Protection Corporation,
"The South Saxon diocese, Selsey-Chichester",/authors/OL16992A,Church of England,"Church of England, Church of England. Diocese of Chichester",
War Crimes Disclosure Act,/authors/OL52882A,"World War, 1939-1945","World War, 1939-1945, War crimes, Occupied territories, Disclosure of information, Collaborationists, Law and legislation, Freedom of information, Atrocities, Nazis",
Lighthouse coal bed methane project environmental assessment,/authors/OL4597293A,Coalbed methane drainage,"Coalbed methane drainage, Environmental aspects, Environmental aspects of Coalbed methane drainage",
Everybody's ethics,/authors/OL4597449A,,,
The role of smallholder producer prices in land degradation,/authors/OL4597603A,,,
"Integrated basin analysis of the Dunkard group in Ohio, West Virginia, and Pennsylvania",/authors/OL4597639A,"Geology, Stratigraphic","Geology, Stratigraphic, Stratigraphic Geology",
Sudāmācarita,/authors/OL4597683A,,,
Round about Sussex Downs,/authors/OL4597752A,,,
Paradise lost and its critics,/authors/OL4597764A; /authors/OL2009860A,,,
"To the king's most excellent majesty in council, the humble petition and memorial, of the Assembly of Jamaica, voted in Assembly on the 28th of December, 1774",/authors/OL319841A,Politics and government,Politics and government,
Ninth report,/authors/OL4597894A,,,
The solution and diffusion of hydrogen in solid copper and copper alloys,/authors/OL4598202A,,,
Theory and application of column flotation,/authors/OL4598388A,,,
Helping Washington build an affordable energy future,/authors/OL4598413A,,,
"Extradition : treaty between the government of Canada and the government of the Kingdom of the Netherlands on extradition, Montreal, October 13, 1989, in force December 1, 1991 =",/authors/OL4598537A,Extradition,Extradition,
Investigation of molybdenum-black surface coatings with reference to photoelectrochemical conversion of solar energy,/authors/OL4598595A,,,
Jubilee for 1886,/authors/OL41317A,,,
Third annual report of the enterprise programme,/authors/OL4598794A,,,
An introduction to English church architecture,/authors/OL113875A,Church architecture,"Church architecture, History, Cathedrals",
The effect of base stock and additive packages in an automotive oil on the friction and wear behaviour of overhead camshaft and finger follower systems,/authors/OL4598967A,,,
MINUTES OF PROCEEDINGS AND EVIDENCE OF CANADA PARLIAMENT HOUSE OF COMMONS STANDING COMMITTEE ON AGRICULTURE,/authors/OL4598973A,,,
Dedications & patron saints of English churches,/authors/OL113875A,Church dedication,"Church dedication, Christian patron saints, Christian art and symbolism, Church history",
A three-dimensional linear analysis of steady ship motion in deep water,/authors/OL4599094A,,,
Macrophage function in African trypanosomiasis,/authors/OL4599210A,,,
Investigation of an iterative method for performing circuit  simulation at electrical level on a multiprocessor system,/authors/OL4599215A,,,
Recollections of a Bad Land's rancher,/authors/OL4599371A,Ranch life,"Ranch life, History",
Simulation,/authors/OL4599782A,,,
Policy and recommendations on exclusionary clubs,/authors/OL4600018A,Law and legislation,"Law and legislation, Clubs, Discrimination in public accommodations",
Industrial and occupational profile of the Quebec primary textile sector,/authors/OL4600036A,Textile industry,"Textile industry, Employees, Labor supply",
A review and compilation of LP models,/authors/OL4600289A,,,
Exam papers,/authors/OL4600360A,,,
Heriot-Watt University,/authors/OL4600522A,Heriot-Watt University,Heriot-Watt University,
University of Southampton,/authors/OL4600522A,University of Southampton,University of Southampton,
Muttugada mara neraḷalla,/authors/OL4600535A,,,
Meta-meditations,/authors/OL4600604A,,,
La gitanilla de Madrid,/authors/OL113896A,,,
Toward equality,/authors/OL4600898A,Equality before the law,Equality before the law,
The roots of anti-urbanism,/authors/OL1348907A,Cities and towns,"Cities and towns, Social aspects, Social aspects of Cities and towns",
[Information relating to the Veteran's Assistance program],/authors/OL4600936A,,,
Proposed subdivision ordinance,/authors/OL4601054A,,,
Northern Natural Resource Developments,/authors/OL4601081A,,,
"A general treatise of the diseases of maids, bigbellied women, child-bed-women, and widows",/authors/OL4601106A,Early works to 1800,"Early works to 1800, Diseases, Women",
The scenery of Scotland viewed in connection with its physical geology,/authors/OL113902A,Physical geography,"Physical geography, Geology, Scotland",
The ancient volcanoes of Great Britain,/authors/OL113902A,Volcanoes,Volcanoes,
Six Year Street Construction Program: 1997-2002,/authors/OL4601319A,Streets,Streets,
Jackson report,/authors/OL4601391A,,,
A psychosocial study of the formation of the early adult life structure in women,/authors/OL4601412A,Psychology,"Psychology, Women, Adulthood",
Accretion Beach Inventory,/authors/OL4601529A,,,
Water/Sewer Functional Plan and Program (preliminary),/authors/OL4601811A,Sewerage,"Sewerage, Water-supply, Regional planning",
An analysis of two-dimensional Eskimo pictorial representation with relevance for art teaching in Alaska,/authors/OL4602318A,Eskimos,"Eskimos, Study and teaching, Art, Pictorial works",
The Christian year,/authors/OL113916A,Poetry,"Poetry, Church year, English Christian poetry, English Religious poetry, Church history, English Hymns, Religious poetry, Hymns, Poetry (poetic works by one author), Church year meditations",
Siete siglos de romancero,/authors/OL4603987A,"Epic poetry, Spanish","Epic poetry, Spanish, History and criticism, Spanish Epic poetry",
An assessment of the Kemp's Ridley (Lepidochelys kempii) and loggerhead (Caretta caretta) sea turtle populations in the western North Atlantic,/authors/OL4604609A,Lepidochelys kempii,"Lepidochelys kempii, Loggerhead turtle, Sea turtles, Rare reptiles",
Second-Rate Nation,/authors/OL1215168A,Politics and government,"Politics and government, Quality of life, Public health, Environmental conditions, Economic conditions, Social conditions, Education, Civil rights, Medizinische Versorgung, Umweltbelastung",
The Still Small Voice,/authors/OL113928A,,,
Palabra de escàndalo ...,/authors/OL4608695A,,,
Laboratory guidance and whole effluent toxicity test review criteria,/authors/OL4609642A,Measurement,"Measurement, Water, Toxicity testing, Water quality, Effluent quality, Pollution",
"A community forum to explore race relations in St. Petersburg, Florida",/authors/OL4609877A,Civil rights,"Civil rights, Race relations, Police-community relations",
A Bill Providing Compensation to the Officers and Crews of the Constitution and Wasp,/authors/OL4610079A,History,"History, Naval operations, United States War of 1812",
Literary Essays III,/authors/OL113959A,,,
Wounded Army Guard and Reserve forces,/authors/OL4611020A,Disabled veterans,"Disabled veterans, Medical care, Pay, allowances, Reserves, Rules and practice, Services for, Soldiers, United States, United States. Army, United States. Dept. of Defense",
Ecosystem targeting workshop,/authors/OL4611130A,Congresses,"Congresses, Ecosystem management",
College : the coming crisis,/authors/OL4613295A,Community colleges,"Community colleges, Education, Higher, Higher Education, Junior colleges",
Age and employment,/authors/OL4613410A,Age and employment,Age and employment,
Ivarella nanna jana,/authors/OL4613699A,,,
Maximum C-130E Tactical airlift capability,/authors/OL4613789A,Transport service,"Transport service, United States, United States. Air Force",
Responses of marine organisms topollutants,/authors/OL4613978A,,,
Bhārata kī ārthika samasyāem̐,/authors/OL4614041A,,,
"R[esearches] on the developement, structure, and diseases of the teeth",/authors/OL4614055A,Teeth,"Teeth, Diseases, Dentistry",
Sie kennen Aphrodite nicht!,/authors/OL4614060A,,,
Conscious control of heart rate during the exercise recovery period of college age men,/authors/OL4614087A,Heart beat,"Heart beat, Biofeedback training",
Rime,/authors/OL113984A,,,
Storage and disposition of weapons-usable fissile materials final programmatic environmental impact statement,/authors/OL4614288A,Environmental aspects,"Environmental aspects, Environmental aspects of Nuclear weapons, Environmental aspects of Radioactive waste disposal, Government policy, Nuclear weapons, Radioactive substances, Radioactive waste disposal, Safety measures, Storage",
Motion Picture Commission,/authors/OL4614329A,Administrative agencies,"Administrative agencies, Federal Motion Picture Commission, Reorganization",
Fogo cruzado,/authors/OL4614335A,,,
Organizat︠s︡ii︠a︡ raboty profsoi︠u︡znogo komiteta na predprii︠a︡tii,/authors/OL4614357A,Trade-unions,Trade-unions,
Guide for manufacturers and advertisers,/authors/OL866486A,Pharmaceutical industry,"Pharmaceutical industry, Food industry and trade",
Guide on consultation and collaboration with Indian tribal governments and the public participation of indigenous groups and tribal members in environmental decision making,/authors/OL4614581A,Environmental policy,"Environmental policy, Citizen participation, Environmental justice",
Transportation for elderly and handicapped persons in the Washington metropolitan area,/authors/OL4614698A,Older people,"Older people, People with disabilities, Transportation",
A companion to the cathedral church of Norwich,/authors/OL4614830A,,,
World History Study and Revision,/authors/OL1215587A,,,
Ethnographische Kostbarkeiten,/authors/OL4614990A,Art objects,"Art objects, Art objects, Oriental, Catalogs, Exhibitions, Oriental Art objects",
The marvellous boy,/authors/OL4615027A,,,
"Anton Pavlovich Chekhov, 1860-1904",/authors/OL4615079A,,,
Louis Jouvet et le Théâtre d'aujourd'hui,/authors/OL4615123A,Theater,Theater,
Aspects of organosulphur chemistry,/authors/OL4615477A,,,
The psychological reality of fundamental frequency declination,/authors/OL4615526A,,,
The construction and validation of an objective formal reasoning instrument,/authors/OL4615557A,Educational tests and measurements,Educational tests and measurements,
Le critique ressuscité,/authors/OL4615651A,,,
ADDITIONS FOR THE ANNOTATED BIBLIOGRAPHY OF TERRA NOVA AND GROS MORNE,/authors/OL4615672A,,,
Excellent Becomes the Permanent,/authors/OL114007A,,,
"Fiskeri fangster efter fiskeriområder, 1964-1976",/authors/OL4615968A,Economic aspects,"Economic aspects, Economic aspects of Fisheries, Fisheries",
Tenth biennial Coherent Laser Radar Technology and Applications Conference,/authors/OL4616020A,Remote sensing,"Remote sensing, Congresses, Coherent radar",
Real property sustainable development guide,/authors/OL4616238A,Environmental aspects,"Environmental aspects, Environmental aspects of Public buildings, Management, Public buildings, Real property, Sustainable development, Work environment",
Concilio Tridentino vindicado,/authors/OL4616694A,,,
Guide to literature of home and family life,/authors/OL4616897A,Home economics,"Home economics, Bibliography",
La dame de Porto-Rico,/authors/OL4616908A,,,
Hellenistic civilization,/authors/OL114023A,Civilization,"Civilization, Hellenism, Historia Antiga, Hellenisme, Griekse oudheid, Grecia (Sociedade)",
Review of voluntary agreements program under the Defense Production Act,/authors/OL1474115A,Armed Forces,"Armed Forces, Beryllium industry, Competition, Unfair, Government guaranty, Government purchasing, Industrial mobilization, Law and legislation, Loans, Machine-tool industry, Military aspects",
Trans-Atlantyk,/authors/OL34096A,"Argentina, fiction","Argentina, fiction, Fiction, general",
Le sang du tigre,/authors/OL4617194A,,,
Extraterritorial cases,/authors/OL4617415A,"Law reports, digests","Law reports, digests, Exterritoriality, Cases, Consular jurisdiction",
Survey of outdoor advertising,/authors/OL4505867A,"Advertising, Outdoor","Advertising, Outdoor, Outdoor Advertising",
The Future environment,/authors/OL4618012A,Twenty-first century,"Twenty-first century, Astronautics and civilization, Technological forecasting, Forecasts",
Chief Constable's report,/authors/OL4618118A,,,
"Comprehensive City Zoning Code, City of Albuquerque",/authors/OL4618285A,Zoning law,Zoning law,
Lettre ouverte contre une vaste conspiration,/authors/OL114035A,Modern Civilization,Modern Civilization,
Revisiting proposals to split the Ninth Circuit,/authors/OL4618472A,Administration,"Administration, Appellate courts, Court congestion and delay, Reorganization, United States, United States. Court of Appeals (9th Circuit)",
